17.134132,17.906664
17.467934,18.289366
17.621136,18.515707
17.679823,18.642702
17.706732,18.713564
17.735277,18.751871
17.772463,18.76226
17.807066,18.736061
17.820265,18.65968
17.795841,18.52331
17.72757,18.327482
17.621727,18.085485
17.494204,17.820898
17.363516,17.561272
17.242674,17.330334
17.133192,17.141554
17.023867,16.995136
16.895296,16.879374
16.72893,16.775421
16.517637,16.663612
16.273579,16.528765
16.029741,16.362532
15.833896,16.1623
15.736504,15.927409
15.775654,15.654469
15.9618435,15.333742
16.264875,14.948015
16.60558,14.474998
16.857428,13.893099
16.864332,13.189518
16.477425,12.368244
15.604036,11.454826
14.249653,10.495497
12.530487,9.5505905
10.645981,8.684626
8.823225,7.9573636
7.260868,7.418871
6.096751,7.1092668
5.405977,7.0609517
5.2177944,7.2996864
5.5336556,7.841875
6.3330984,8.687051
7.5652494,9.807556
9.134447,11.140514
10.894941,12.588215
12.666779,14.031101
14.27236,15.35144
15.57913,16.459276
16.527758,17.309923
17.134134,17.906668
